UserID,Region,age,age_groups,email_flag,sm_flag,Race,Gender
3871,Uncategorized,0,Infants,1,1,,
3877,Uncategorized,0,Infants,1,1,,
3899,Uncategorized,0,Infants,1,1,,
3907,Uncategorized,0,Infants,1,1,,
3923,Uncategorized,0,Infants,1,1,,
3925,Uncategorized,0,Infants,1,1,,
3927,Uncategorized,0,Infants,1,1,,
3933,Uncategorized,0,Infants,1,1,,
3947,Uncategorized,0,Infants,1,1,,
3958,Uncategorized,0,Infants,1,1,,
3974,Uncategorized,0,Infants,1,1,,
3985,Uncategorized,0,Infants,1,1,,
3993,Uncategorized,0,Infants,1,1,,
3994,Uncategorized,0,Infants,1,1,,
3998,Uncategorized,0,Infants,1,1,,
4060,Uncategorized,0,Infants,1,1,,
4112,Uncategorized,0,Infants,1,1,,
4121,Uncategorized,0,Infants,1,1,,
4122,Uncategorized,0,Infants,1,1,,
4130,Uncategorized,0,Infants,1,1,,
4166,Uncategorized,0,Infants,1,1,,
4167,Uncategorized,0,Infants,1,1,,
4168,Uncategorized,0,Infants,1,1,,
4169,Uncategorized,0,Infants,1,1,,
4172,Uncategorized,0,Infants,1,1,,
4174,Uncategorized,0,Infants,1,1,,
4184,Uncategorized,0,Infants,1,1,,
4185,Uncategorized,0,Infants,1,1,,
4188,Uncategorized,0,Infants,1,1,,
4192,Uncategorized,0,Infants,1,1,,
4217,Uncategorized,0,Infants,1,1,,
4239,Uncategorized,0,Infants,1,1,,
4267,Uncategorized,0,Infants,1,1,,
4309,Uncategorized,0,Infants,1,1,,
4313,Uncategorized,0,Infants,1,1,,
4320,Uncategorized,0,Infants,1,1,,
4335,Uncategorized,0,Infants,1,1,,
4344,Uncategorized,0,Infants,1,1,,
4357,Uncategorized,0,Infants,1,1,,
4363,Uncategorized,0,Infants,1,1,,
4372,Uncategorized,0,Infants,1,1,,
4380,Uncategorized,0,Infants,1,1,,
4411,Uncategorized,0,Infants,1,1,,
4418,Uncategorized,0,Infants,1,1,,
4421,Uncategorized,0,Infants,1,1,,
4433,Uncategorized,0,Infants,1,1,,
4457,Uncategorized,0,Infants,1,1,,
4463,Uncategorized,0,Infants,1,1,,
4481,Uncategorized,0,Infants,1,1,,
4489,Uncategorized,0,Infants,1,1,,
4502,Uncategorized,0,Infants,1,1,,
4525,Uncategorized,0,Infants,1,1,,
4532,Uncategorized,0,Infants,1,1,,
4538,Uncategorized,0,Infants,1,1,,
4549,Uncategorized,0,Infants,1,1,,
4553,Uncategorized,0,Infants,1,1,,
4588,Uncategorized,0,Infants,1,1,,
4606,Uncategorized,0,Infants,1,1,,
4615,Uncategorized,0,Infants,1,1,,
4705,Uncategorized,0,Infants,1,1,,
4708,Uncategorized,0,Infants,1,1,,
4718,Uncategorized,0,Infants,1,1,,
4728,Uncategorized,0,Infants,1,1,,
4729,Uncategorized,0,Infants,1,1,,
4732,Uncategorized,0,Infants,1,1,,
4746,Uncategorized,0,Infants,1,1,,
4753,Uncategorized,0,Infants,1,1,,
4768,Uncategorized,0,Infants,1,1,,
4774,Uncategorized,0,Infants,1,1,,
4778,Uncategorized,0,Infants,1,1,,
4794,Uncategorized,0,Infants,1,1,,
4886,Uncategorized,0,Infants,1,1,,
4927,Uncategorized,0,Infants,1,1,,
5002,Uncategorized,0,Infants,1,1,,
5008,Uncategorized,0,Infants,1,1,,
5014,Uncategorized,0,Infants,1,1,,
5032,Uncategorized,0,Infants,1,1,,
5034,Uncategorized,0,Infants,1,1,,
5045,Uncategorized,0,Infants,1,1,,
5055,Uncategorized,0,Infants,1,1,,
5080,Uncategorized,0,Infants,1,1,,
5085,Uncategorized,0,Infants,1,1,,
5090,Uncategorized,0,Infants,1,1,,
5105,Uncategorized,0,Infants,1,1,,
5107,Uncategorized,0,Infants,1,1,,
5117,Uncategorized,0,Infants,1,1,,
5126,Uncategorized,0,Infants,1,1,,
5127,Uncategorized,0,Infants,1,1,,
5129,Uncategorized,0,Infants,1,1,,
5133,Uncategorized,0,Infants,1,1,,
5148,Uncategorized,0,Infants,1,1,,
5157,Uncategorized,0,Infants,1,1,,
5162,Uncategorized,0,Infants,1,1,,
5169,Uncategorized,0,Infants,1,1,,
5178,Uncategorized,0,Infants,1,1,,
5228,Uncategorized,0,Infants,1,1,,
5229,Uncategorized,0,Infants,1,1,,
5232,Uncategorized,0,Infants,1,1,,
5241,Uncategorized,0,Infants,1,1,,
5244,Uncategorized,0,Infants,1,1,,
5276,Uncategorized,0,Infants,1,1,,
5277,Uncategorized,0,Infants,1,1,,
5286,Uncategorized,0,Infants,1,1,,
5297,Uncategorized,0,Infants,1,1,,
5339,Uncategorized,0,Infants,1,1,,
5341,Uncategorized,0,Infants,1,1,,
5357,Uncategorized,0,Infants,1,1,,
5365,Uncategorized,0,Infants,1,1,,
5432,Uncategorized,0,Infants,1,1,,
5433,Uncategorized,0,Infants,1,1,,
5445,Uncategorized,0,Infants,1,1,,
5452,Uncategorized,0,Infants,1,1,,
5453,Uncategorized,0,Infants,1,1,,
5499,Uncategorized,0,Infants,1,1,,
5503,Uncategorized,0,Infants,1,1,,
5504,Uncategorized,0,Infants,1,1,,
5505,Uncategorized,0,Infants,1,1,,
5509,Uncategorized,0,Infants,1,1,,
5519,Uncategorized,0,Infants,1,1,,
5531,Uncategorized,0,Infants,1,1,,
5551,Uncategorized,0,Infants,1,1,,
5587,Uncategorized,0,Infants,1,1,,
5588,Uncategorized,0,Infants,1,1,,
5599,Uncategorized,0,Infants,1,1,,
5601,Uncategorized,0,Infants,1,1,,
5606,Uncategorized,0,Infants,1,1,,
5608,Uncategorized,0,Infants,1,1,,
5633,Uncategorized,0,Infants,1,1,,
5678,Uncategorized,0,Infants,1,1,,
5684,Uncategorized,0,Infants,1,1,,
5732,Uncategorized,0,Infants,1,1,,
5737,Uncategorized,0,Infants,1,1,,
5752,Uncategorized,0,Infants,1,1,,
5771,Uncategorized,0,Infants,1,1,,
5773,Uncategorized,0,Infants,1,1,,
5792,Uncategorized,0,Infants,1,1,,
5801,Uncategorized,0,Infants,1,1,,
5825,Uncategorized,0,Infants,1,1,,
5861,Uncategorized,0,Infants,1,1,,
5870,Uncategorized,0,Infants,1,1,,
5872,Uncategorized,0,Infants,1,1,,
5879,Uncategorized,0,Infants,1,1,,
5883,Uncategorized,0,Infants,1,1,,
5902,Uncategorized,0,Infants,1,1,,
5930,Uncategorized,0,Infants,1,1,,
5941,Uncategorized,0,Infants,1,1,,
5946,Uncategorized,0,Infants,1,1,,
5955,Uncategorized,0,Infants,1,1,,
5987,Uncategorized,0,Infants,1,1,,
5991,Uncategorized,0,Infants,1,1,,
5997,Uncategorized,0,Infants,1,1,,
6008,Uncategorized,0,Infants,1,1,,
6010,Uncategorized,0,Infants,1,1,,
6013,Uncategorized,0,Infants,1,1,,
6022,Uncategorized,0,Infants,1,1,,
6045,Uncategorized,0,Infants,1,1,,
6075,Uncategorized,0,Infants,1,1,,
6082,Uncategorized,0,Infants,1,1,,
6087,Uncategorized,0,Infants,1,1,,
6115,Uncategorized,0,Infants,1,1,,
6145,Uncategorized,0,Infants,1,1,,
6157,Uncategorized,0,Infants,1,1,,
6161,Uncategorized,0,Infants,1,1,,
6166,Uncategorized,0,Infants,1,1,,
6167,Uncategorized,0,Infants,1,1,,
6188,Uncategorized,0,Infants,1,1,,
6199,Uncategorized,0,Infants,1,1,,
6211,Uncategorized,0,Infants,1,1,,
6220,Uncategorized,0,Infants,1,1,,
6224,Uncategorized,0,Infants,1,1,,
6238,Uncategorized,0,Infants,1,1,,
6239,Uncategorized,0,Infants,1,1,,
6244,Uncategorized,0,Infants,1,1,,
6254,Uncategorized,0,Infants,1,1,,
6255,Uncategorized,0,Infants,1,1,,
6277,Uncategorized,0,Infants,1,1,,
6299,Uncategorized,0,Infants,1,1,,
6300,Uncategorized,0,Infants,1,1,,
6306,Uncategorized,0,Infants,1,1,,
6307,Uncategorized,0,Infants,1,1,,
6327,Uncategorized,0,Infants,1,1,,
6334,Uncategorized,0,Infants,1,1,,
6359,Uncategorized,0,Infants,1,1,,
6401,Uncategorized,0,Infants,1,1,,
6430,Uncategorized,0,Infants,1,1,,
6480,Uncategorized,0,Infants,1,1,,
6490,Uncategorized,0,Infants,1,1,,
6517,Uncategorized,0,Infants,1,1,,
6548,Uncategorized,0,Infants,1,1,,
6552,Uncategorized,0,Infants,1,1,,
9194,Western Cape,36,Adult,1,1,coloured,male
11883,Uncategorized,0,Infants,1,1,,
18031,Gauteng,37,Adult,1,1,black,female
18072,Western Cape,37,Adult,1,1,white,male
18136,Gauteng,35,Youth,1,1,coloured,male
20315,Uncategorized,0,Infants,1,1,,
23925,Kwazulu Natal,43,Adult,1,1,black,male
24110,Eastern Cape,38,Adult,1,1,black,female
27318,Uncategorized,0,Infants,1,1,,
28115,Limpopo,44,Adult,1,1,black,male
28240,Gauteng,40,Adult,1,1,,male
31162,Uncategorized,0,Infants,1,1,,
33103,Gauteng,26,Youth,1,1,coloured,male
33773,Uncategorized,0,Infants,1,1,,
36057,Eastern Cape,50,Adult,1,1,black,male
39353,Uncategorized,0,Infants,1,1,,
42284,Northern Cape,36,Adult,1,1,coloured,male
45769,Uncategorized,0,Infants,1,1,,
51888,Mpumalanga,24,Youth,1,1,black,female
56067,Kwazulu Natal,26,Youth,1,1,black,male
56830,Uncategorized,0,Infants,1,1,,
58907,Uncategorized,0,Infants,1,1,,
60711,Gauteng,22,Youth,1,1,black,male
61198,Uncategorized,0,Infants,1,1,,
63454,Uncategorized,0,Infants,1,1,,
65180,Uncategorized,0,Infants,1,1,,
65192,Uncategorized,0,Infants,1,1,,
67073,Uncategorized,0,Infants,1,1,,
67155,Uncategorized,0,Infants,1,1,,
67584,Western Cape,58,Elder,1,1,white,male
69030,Free State,37,Adult,1,1,black,male
69455,Western Cape,35,Youth,1,1,white,male
69707,Kwazulu Natal,34,Youth,1,1,indian_asian,male
69889,Western Cape,33,Youth,1,1,coloured,male
71491,Gauteng,25,Youth,1,1,,male
72316,Mpumalanga,9,Kids,1,1,coloured,female
80147,Uncategorized,0,Infants,1,1,,
82389,Uncategorized,0,Infants,1,1,,
82694,Uncategorized,0,Infants,1,1,,
82780,Uncategorized,0,Infants,1,1,,
83865,Uncategorized,0,Infants,1,1,,
85476,Kwazulu Natal,34,Youth,1,1,black,female
85945,Gauteng,30,Youth,1,1,white,male
86003,Gauteng,30,Youth,1,1,black,male
86582,Limpopo,25,Youth,1,1,black,male
87234,Uncategorized,0,Infants,1,1,,
91694,Gauteng,41,Adult,1,1,coloured,male
98046,Kwazulu Natal,31,Youth,1,1,black,male
99045,Limpopo,18,Teenager,1,1,,male
100538,Uncategorized,0,Infants,1,1,,
102190,Gauteng,42,Adult,1,1,white,male
103451,Gauteng,27,Youth,1,1,black,female
103657,Mpumalanga,24,Youth,1,1,white,male
104516,Uncategorized,0,Infants,1,1,,
115255,Kwazulu Natal,40,Adult,1,1,black,male
115518,Gauteng,36,Adult,1,1,black,male
117954,Uncategorized,0,Infants,1,1,,
119673,Kwazulu Natal,38,Adult,1,1,white,female
120169,Gauteng,30,Youth,1,1,black,female
120870,Mpumalanga,18,Teenager,1,1,white,male
122451,Uncategorized,0,Infants,1,1,,
131449,Uncategorized,0,Infants,1,1,,
134526,Uncategorized,0,Infants,1,1,,
135780,Kwazulu Natal,47,Adult,1,1,black,male
140005,Eastern Cape,29,Youth,1,1,coloured,male
147935,Uncategorized,0,Infants,1,1,,
150729,Mpumalanga,22,Youth,1,1,white,male
150741,Gauteng,22,Youth,1,1,black,female
152716,Uncategorized,0,Infants,1,1,,
159026,Gauteng,18,Teenager,1,1,coloured,female
159156,Uncategorized,0,Infants,1,1,,
162361,Gauteng,33,Youth,1,1,black,male
162937,Gauteng,24,Youth,1,1,white,male
163109,Western Cape,21,Youth,1,1,,male
170792,Gauteng,31,Youth,1,1,black,male
173765,Uncategorized,0,Infants,1,1,,
177269,Uncategorized,0,Infants,1,1,,
178022,Mpumalanga,54,Elder,1,1,white,male
178813,Gauteng,33,Youth,1,1,coloured,male
178992,Limpopo,30,Youth,1,1,indian_asian,female
182630,Uncategorized,0,Infants,1,1,,
183425,Mpumalanga,35,Youth,1,1,black,male
183982,Gauteng,27,Youth,1,1,black,female
187786,Kwazulu Natal,37,Adult,1,1,white,female
189027,Free State,13,Teenager,1,1,coloured,male
189392,Uncategorized,0,Infants,1,1,,
190586,Uncategorized,0,Infants,1,1,,
193886,Uncategorized,0,Infants,1,1,,
196084,Northern Cape,43,Adult,1,1,coloured,male
199852,Uncategorized,0,Infants,1,1,,
202019,Western Cape,25,Youth,1,1,indian_asian,male
206207,Gauteng,27,Youth,1,1,indian_asian,male
210187,North West,31,Youth,1,1,black,male
211993,Uncategorized,0,Infants,1,1,,
212439,Uncategorized,0,Infants,1,1,,
220052,Northern Cape,22,Youth,1,1,white,female
220098,Eastern Cape,21,Youth,1,1,white,male
221281,Uncategorized,0,Infants,1,1,,
223263,Limpopo,54,Elder,1,1,white,male
229151,Gauteng,25,Youth,1,1,black,male
233448,Eastern Cape,30,Youth,1,1,coloured,female
237510,Gauteng,42,Adult,1,1,black,female
241871,Gauteng,39,Adult,1,1,white,male
243824,Uncategorized,0,Infants,1,1,,
246335,Western Cape,32,Youth,1,1,coloured,male
252969,Eastern Cape,18,Teenager,1,1,coloured,male
257303,Western Cape,25,Youth,1,1,coloured,male
257502,Limpopo,22,Youth,1,1,black,female
264705,Mpumalanga,37,Adult,1,1,black,female
266766,Gauteng,29,Youth,1,1,black,female
266792,Gauteng,28,Youth,1,1,coloured,male
268737,Gauteng,23,Youth,1,1,black,male
273196,Uncategorized,0,Infants,1,1,,
273648,Uncategorized,0,Infants,1,1,,
273732,Uncategorized,0,Infants,1,1,,
279464,Uncategorized,0,Infants,1,1,,
283746,Uncategorized,0,Infants,1,1,,
283970,Uncategorized,0,Infants,1,1,,
294092,Uncategorized,0,Infants,1,1,,
301011,North West,47,Adult,1,1,black,male
302333,Gauteng,22,Youth,1,1,black,female
303194,Uncategorized,0,Infants,1,1,,
304208,Uncategorized,0,Infants,1,1,,
304349,Uncategorized,0,Infants,1,1,,male
304977,Free State,45,Adult,1,1,black,female
305730,Kwazulu Natal,30,Youth,1,1,black,female
320909,Western Cape,36,Adult,1,1,,male
325546,Mpumalanga,26,Youth,1,1,black,male
332788,Gauteng,38,Adult,1,1,,male
334955,Uncategorized,0,Infants,1,1,,
341651,Western Cape,16,Teenager,1,1,white,male
349851,Uncategorized,0,Infants,1,1,,
366496,Gauteng,18,Teenager,1,1,black,female
366659,Uncategorized,0,Infants,1,1,,
370331,Gauteng,39,Adult,1,1,white,female
370637,Western Cape,34,Youth,1,1,coloured,male
371772,Eastern Cape,9,Kids,1,1,indian_asian,female
375502,Limpopo,26,Youth,1,1,indian_asian,male
375711,Gauteng,23,Youth,1,1,white,male
378123,Uncategorized,0,Infants,1,1,,
390286,Kwazulu Natal,25,Youth,1,1,,male
390361,Gauteng,24,Youth,1,1,coloured,female
393552,Western Cape,33,Youth,1,1,coloured,male
394624,Mpumalanga,13,Teenager,1,1,white,male
397995,Gauteng,25,Youth,1,1,black,male
404205,Kwazulu Natal,45,Adult,1,1,black,male
411036,Western Cape,27,Youth,1,1,white,female
411548,Kwazulu Natal,15,Teenager,1,1,black,male
412331,Uncategorized,0,Infants,1,1,,
422095,Uncategorized,0,Infants,1,1,,
426407,Western Cape,27,Youth,1,1,,male
427849,Uncategorized,0,Infants,1,1,,
432435,Kwazulu Natal,53,Elder,1,1,black,male
433262,Limpopo,29,Youth,1,1,black,male
436474,Gauteng,42,Adult,1,1,black,female
440632,Western Cape,32,Youth,1,1,coloured,female
443916,Gauteng,39,Adult,1,1,white,female
447555,Mpumalanga,38,Adult,1,1,black,male
453480,Uncategorized,0,Infants,1,1,,
457259,Uncategorized,0,Infants,1,1,,
460303,Uncategorized,0,Infants,1,1,,
469412,Western Cape,46,Adult,1,1,,male
469821,Gauteng,36,Adult,1,1,black,male
474745,Limpopo,18,Teenager,1,1,black,male
478172,North West,26,Youth,1,1,white,male
480591,Uncategorized,0,Infants,1,1,,
481770,Kwazulu Natal,28,Youth,1,1,indian_asian,male
483783,Uncategorized,0,Infants,1,1,,
488096,Gauteng,51,Elder,1,1,black,male
489828,Uncategorized,0,Infants,1,1,,
491723,Western Cape,51,Elder,1,1,coloured,male
491753,Kwazulu Natal,50,Adult,1,1,white,female
492769,Gauteng,25,Youth,1,1,black,male
492897,Mpumalanga,23,Youth,1,1,coloured,male
